,configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
0,1,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,103683884,7.98,0.81, 0:01.21,725,500,572.0,41473.55
1,101,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,60,1,69,1,81289661,43.33,0.79, 0:03.58,1230,500,153.57,32515.86
2,102,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,auto,1,0,1,0,10,1,69,0,104802143,47.61,0.91, 0:03.05,1588,500,180.37,41920.86
3,103,1,2,0:0:0,0x3:0x3,umh,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,10,1,69,0,104701833,53.89,0.91, 0:03.22,1700,500,170.22,41880.73
4,104,1,16,1:0:0,0x3:0x113,hex,6,1,24,1,1,1,-2,3,2,1,auto,1,0,1,40,30,0,69,1,57692293,65.86,1.02, 0:04.31,1549,500,124.09,23076.92
5,105,1,7,1:0:0,0x3:0x113,dia,6,1,24,1,1,1,-2,3,2,1,spatial,1,0,1,40,30,0,69,1,57710661,41.68,0.88, 0:02.83,1504,500,197.14,23084.26
6,106,0,5,1:0:0,0x3:0x113,tesa,0,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,93934026,55.29,0.9, 0:03.53,1589,500,154.77,37573.61
7,107,0,5,1:0:0,0x3:0x3,umh,0,1,16,1,1,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,93553381,58.73,0.95, 0:03.73,1598,500,145.45,37421.35
8,108,1,2,0:0:0,0x113:0x113,hex,6,1,24,0,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,73915569,30.77,0.82, 0:02.79,1128,500,201.19,29566.23
9,109,1,2,0:0:0,0x113:0x113,hex,6,1,16,1,0,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,81044885,39.37,0.89, 0:02.92,1377,500,189.54,32417.95
10,110,1,2,0:0:0,0x113:0x113,hex,6,1,24,1,0,1,-2,3,2,1,auto,1,0,1,40,30,1,69,0,107647292,46.86,0.87, 0:03.20,1488,500,173.72,43058.92
11,11,0,1,1:0:0,0:0,dia,2,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,75838103,10.15,0.8, 0:01.21,903,500,564.97,30335.24
12,111,1,2,0:0:0,0x113:0x113,hex,10,1,24,1,1,1,0,3,2,1,auto,1,0,2,40,30,0,69,1,63969922,75.68,0.99, 0:04.73,1620,500,113.61,25587.97
13,112,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,50,1,69,1,85175103,55.7,0.74, 0:03.93,1435,500,138.35,34070.04
14,113,1,3,1:0:0,0x3:0x113,umh,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,84971342,62.78,1.05, 0:04.18,1525,500,128.82,33988.54
15,114,1,3,1:0:0,0x3:0x113,hex,7,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,74877205,47.5,1.01, 0:03.76,1290,500,144.63,29950.88
16,115,1,7,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,0,108408099,74.75,0.83, 0:04.81,1569,500,110.89,43363.24
17,116,1,3,1:0:0,0x3:0x113,hex,10,1,16,1,1,1,0,3,2,1,auto,1,0,1,40,40,1,69,1,85933788,91.92,1.16, 0:06.37,1459,500,82.19,34373.52
18,117,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,85138389,58.35,1.04, 0:04.19,1414,500,129.64,34055.36
19,118,0,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,90584852,68.21,1.01, 0:04.60,1504,500,115.92,36233.94
20,119,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,82709087,65.31,1.25, 0:06.23,1067,500,84.67,33083.63
21,120,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,1,69,1,81035634,61.59,1.31, 0:05.41,1161,500,98.4,32414.25
22,12,0,1,1:0:0,0:0,dia,2,0,24,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,75838103,9.97,0.72, 0:01.10,965,500,606.77,30335.24
23,121,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,spatial,1,0,2,40,40,1,69,0,110918637,73.21,1.1, 0:05.84,1272,500,90.23,44367.45
24,122,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,1,40,40,1,69,1,82715621,62.88,1.33, 0:06.05,1060,500,86.77,33086.25
25,123,1,3,1:0:0,0x3:0x113,hex,11,1,16,0,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,77320466,81.84,0.99, 0:12.83,645,500,40.03,30928.19
26,124,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,0,50,0,69,0,60213489,57.33,1.14, 0:04.60,1270,500,116.94,24085.4
27,125,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,0,69,0,61237504,55.56,1.2, 0:04.59,1235,500,117.45,24495.0
28,126,1,3,0:0:0,0x3:0x3,hex,7,1,16,1,0,0,-2,16,2,1,auto,1,0,2,0,50,0,69,0,60384206,56.06,1.2, 0:04.44,1288,500,121.54,24153.68
29,127,1,5,1:0:0,0x3:0x113,dia,4,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,81562924,39.05,0.89, 0:02.63,1518,500,217.55,32625.17
30,128,1,5,0:0:0,0x3:0x113,dia,4,1,16,1,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,81567965,42.17,0.99, 0:02.88,1496,500,193.16,32627.19
31,129,0,5,0:0:0,0x3:0x3,dia,4,1,24,1,0,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,84115131,56.27,1.1, 0:03.63,1579,500,151.68,33646.05
32,130,1,5,0:0:0,0x3:0x113,dia,4,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,52056130,24.69,0.82, 0:01.70,1495,500,357.37,20822.45
33,13,0,1,1:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,103599146,7.87,0.72, 0:01.10,775,500,608.41,41439.66
34,131,1,5,0:0:0,0x3:0x3,dia,4,0,16,1,1,0,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,57139042,35.34,1.03, 0:02.39,1517,500,242.54,22855.62
35,132,1,7,0:0:0,0x3:0x113,dia,4,1,16,1,1,0,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,57117117,38.96,0.93, 0:02.51,1586,500,229.69,22846.85
36,133,1,5,0:0:0,0x3:0x113,dia,4,1,16,1,1,0,-2,3,2,1,auto,1,0,2,40,20,0,69,1,57134945,34.06,0.92, 0:02.25,1553,500,260.56,22853.98
37,134,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,None,1,69,1,85138389,57.81,1.03, 0:03.99,1472,500,136.47,34055.36
38,135,1,3,1:0:0,0x3:0x113,hex,11,1,16,1,1,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,66630011,56.36,1.17, 0:07.90,728,500,66.02,26652.0
39,136,1,5,0:0:0,0x3:0x113,hex,7,1,16,1,1,1,0,0,None,None,None,None,None,0,0,None,1,69,0,104910467,54.42,1.09, 0:06.66,832,500,78.35,41964.19
40,137,1,3,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,65665321,39.14,1.16, 0:05.63,715,500,94.19,26266.13
41,138,0,5,0:0:0,0x113:0x113,tesa,10,0,24,2,1,0,-2,3,2,1,spatial,1,0,2,40,50,1,69,1,89202255,825.28,0.87, 0:45.03,1834,500,11.19,35680.9
42,139,1,16,0:0:0,0x113:0x113,tesa,10,1,24,2,0,1,-2,3,2,1,spatial,1,0,2,40,50,1,69,0,104983513,751.36,0.93, 0:41.37,1818,500,12.18,41993.41
43,140,1,16,1:0:0,0x113:0x113,hex,10,1,24,2,1,1,-2,8,2,1,spatial,1,0,2,40,30,1,69,0,106998199,494.88,1.05, 0:27.84,1780,500,18.18,42799.28
44,14,0,1,0:0:0,0:0,dia,0,1,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,103683884,7.39,0.78, 0:01.19,684,500,576.3,41473.55
45,141,1,16,0:0:0,0x113:0x113,hex,10,1,24,1,1,0,-2,3,2,1,spatial,1,0,2,None,50,1,69,0,109013561,140.84,0.94, 0:08.97,1579,500,57.97,43605.42
46,142,1,16,0:0:0,0x113:0x113,hex,11,0,24,2,0,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,60098621,219.37,1.34, 0:19.25,1146,500,26.36,24039.45
47,143,1,16,0:0:0,0x113:0x113,hex,10,1,24,2,1,1,-2,0,None,None,None,None,None,0,0,None,1,69,0,99024726,302.56,1.53, 0:26.56,1144,500,19.05,39609.89
48,144,0,8,0:0:0,0x113:0x113,umh,10,1,24,2,0,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,59499060,416.66,1.34, 0:33.93,1231,500,14.87,23799.62
49,145,0,5,1:0:0,0x3:0x113,hex,8,1,16,2,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,1,92086884,281.01,1.19, 0:20.33,1387,500,24.99,36834.75
50,146,1,5,1:0:0,0x113:0x113,hex,8,1,16,2,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,1,85768187,137.63,1.14, 0:09.69,1432,500,53.4,34307.27
51,147,0,1,0:0:0,0x3:0x113,hex,8,1,16,1,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,0,117777531,76.83,1.04, 0:04.89,1592,500,108.66,47111.01
