,configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs
0,1,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,31721246,4.82,0.84, 0:01.13,500,500,634.63,12688.5
1,101,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,60,1,69,1,16053714,22.06,0.81, 0:02.92,782,500,193.29,6421.49
2,102,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,auto,1,0,1,0,10,1,69,0,18789689,21.51,0.99, 0:02.43,925,500,236.59,7515.88
3,103,1,2,0:0:0,0x3:0x3,umh,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,10,1,69,0,18846616,23.8,0.97, 0:02.42,1023,500,237.62,7538.65
4,104,1,16,1:0:0,0x3:0x113,hex,6,1,24,1,1,1,-2,3,2,1,auto,1,0,1,40,30,0,69,1,17201370,31.83,1.11, 0:02.72,1209,500,207.87,6880.55
5,105,1,7,1:0:0,0x3:0x113,dia,6,1,24,1,1,1,-2,3,2,1,spatial,1,0,1,40,30,0,69,1,17309761,23.71,0.92, 0:01.99,1236,500,298.87,6923.9
6,106,0,5,1:0:0,0x3:0x113,tesa,0,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,19042180,18.87,0.87, 0:02.02,975,500,297.82,7616.87
7,107,0,5,1:0:0,0x3:0x3,umh,0,1,16,1,1,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,18914767,20.01,0.9, 0:02.09,1000,500,277.36,7565.91
8,108,1,2,0:0:0,0x113:0x113,hex,6,1,24,0,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,15603184,18.21,0.83, 0:02.28,832,500,248.78,6241.27
9,109,1,2,0:0:0,0x113:0x113,hex,6,1,16,1,0,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,16283679,19.39,0.88, 0:02.23,907,500,256.38,6513.47
10,110,1,2,0:0:0,0x113:0x113,hex,6,1,24,1,0,1,-2,3,2,1,auto,1,0,1,40,30,1,69,0,20183812,21.6,0.89, 0:02.39,937,500,241.26,8073.52
11,11,0,1,1:0:0,0:0,dia,2,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,22658908,7.12,0.67, 0:01.08,717,500,651.48,9063.56
12,111,1,2,0:0:0,0x113:0x113,hex,10,1,24,1,1,1,0,3,2,1,auto,1,0,2,40,30,0,69,1,18375411,31.71,0.78, 0:02.82,1148,500,197.17,7350.16
13,112,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,50,1,69,1,17291344,27.08,0.76, 0:02.79,997,500,203.55,6916.54
14,113,1,3,1:0:0,0x3:0x113,umh,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,17247973,31.09,1.1, 0:02.89,1112,500,196.2,6899.19
15,114,1,3,1:0:0,0x3:0x113,hex,7,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,15868536,23.82,0.88, 0:02.53,974,500,222.54,6347.41
16,115,1,7,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,0,20923784,31.71,1.02, 0:02.85,1147,500,199.26,8369.51
17,116,1,3,1:0:0,0x3:0x113,hex,10,1,16,1,1,1,0,3,2,1,auto,1,0,1,40,40,1,69,1,17706239,33.73,1.14, 0:04.15,838,500,130.56,7082.5
18,117,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,17291762,27.36,0.93, 0:02.79,1010,500,202.86,6916.7
19,118,0,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,17744422,27.84,0.94, 0:02.71,1061,500,206.58,7097.77
20,119,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,16475287,32.51,1.78, 0:04.63,739,500,115.14,6590.11
21,120,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,1,69,1,16394756,31.21,1.18, 0:03.88,833,500,141.06,6557.9
22,12,0,1,1:0:0,0:0,dia,2,0,24,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,22658908,7.26,0.78, 0:01.13,710,500,605.34,9063.56
23,121,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,spatial,1,0,2,40,40,1,69,0,20336805,32.27,2.24, 0:05.26,655,500,101.59,8134.72
24,122,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,1,40,40,1,69,1,16473450,31.74,1.19, 0:04.47,735,500,119.44,6589.38
25,123,1,3,1:0:0,0x3:0x113,hex,11,1,16,0,0,1,0,16,2,1,auto,1,0,2,40,40,1,69,1,16308073,39.07,1.41, 0:08.36,484,500,62.3,6523.23
26,124,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,0,50,0,69,0,15097882,28.09,1.06, 0:02.91,998,500,193.81,6039.15
27,125,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,0,1,0,16,2,1,auto,1,0,2,40,30,0,69,0,15717623,27.65,1.04, 0:03.12,919,500,179.84,6287.05
28,126,1,3,0:0:0,0x3:0x3,hex,7,1,16,1,0,0,-2,16,2,1,auto,1,0,2,0,50,0,69,0,15175948,29.6,1.17, 0:03.13,982,500,178.26,6070.38
29,127,1,5,1:0:0,0x3:0x113,dia,4,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,16272540,19.74,0.84, 0:02.02,1016,500,287.23,6509.02
30,128,1,5,0:0:0,0x3:0x113,dia,4,1,16,1,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,16400523,21.46,0.95, 0:02.32,963,500,245.59,6560.21
31,129,0,5,0:0:0,0x3:0x3,dia,4,1,24,1,0,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,16806226,24.83,0.97, 0:02.35,1097,500,242.42,6722.49
32,130,1,5,0:0:0,0x3:0x113,dia,4,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,16166325,15.95,1.03, 0:01.50,1127,500,425.24,6466.53
33,13,0,1,1:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,31689685,4.66,0.72, 0:01.09,492,500,662.12,12675.87
34,131,1,5,0:0:0,0x3:0x3,dia,4,0,16,1,1,0,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,17144441,19.33,0.77, 0:01.51,1325,500,407.4,6857.78
35,132,1,7,0:0:0,0x3:0x113,dia,4,1,16,1,1,0,-2,3,2,1,spatial,1,0,2,40,20,0,69,1,17143278,22.5,0.9, 0:01.74,1341,500,341.58,6857.31
36,133,1,5,0:0:0,0x3:0x113,dia,4,1,16,1,1,0,-2,3,2,1,auto,1,0,2,40,20,0,69,1,17036697,18.11,0.84, 0:01.57,1202,500,399.73,6814.68
37,134,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,None,1,69,1,17291762,28.6,0.87, 0:02.81,1047,500,198.66,6916.7
38,135,1,3,1:0:0,0x3:0x113,hex,11,1,16,1,1,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,19598015,27.15,0.94, 0:03.54,793,500,155.03,7839.21
39,136,1,5,0:0:0,0x3:0x113,hex,7,1,16,1,1,1,0,0,None,None,None,None,None,0,0,None,1,69,0,21781436,25.29,1.01, 0:03.20,820,500,174.25,8712.57
40,137,1,3,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,19091434,23.15,0.74, 0:02.67,893,500,208.94,7636.57
41,138,0,5,0:0:0,0x113:0x113,tesa,10,0,24,2,1,0,-2,3,2,1,spatial,1,0,2,40,50,1,69,1,17805884,243.47,1.13, 0:19.39,1261,500,26.21,7122.35
42,139,1,16,0:0:0,0x113:0x113,tesa,10,1,24,2,0,1,-2,3,2,1,spatial,1,0,2,40,50,1,69,0,20037962,235.21,0.93, 0:16.89,1398,500,30.14,8015.18
43,140,1,16,1:0:0,0x113:0x113,hex,10,1,24,2,1,1,-2,8,2,1,spatial,1,0,2,40,30,1,69,0,21159948,132.8,0.94, 0:09.80,1364,500,52.54,8463.98
44,14,0,1,0:0:0,0:0,dia,0,1,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,31721246,4.72,0.68, 0:01.02,525,500,664.83,12688.5
45,141,1,16,0:0:0,0x113:0x113,hex,10,1,24,1,1,0,-2,3,2,1,spatial,1,0,2,None,50,1,69,0,21314796,52.63,0.93, 0:04.91,1089,500,109.23,8525.92
46,142,1,16,0:0:0,0x113:0x113,hex,11,0,24,2,0,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,18514592,114.86,1.34, 0:12.48,930,500,40.97,7405.84
47,143,1,16,0:0:0,0x113:0x113,hex,10,1,24,2,1,1,-2,0,None,None,None,None,None,0,0,None,1,69,0,22115234,112.47,1.46, 0:12.84,886,500,39.81,8846.09
48,144,0,8,0:0:0,0x113:0x113,umh,10,1,24,2,0,1,-2,0,None,None,None,None,None,0,0,None,0,69,1,19213753,175.38,1.18, 0:20.91,844,500,24.23,7685.5
49,145,0,5,1:0:0,0x3:0x113,hex,8,1,16,2,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,1,18599108,95.95,0.94, 0:09.59,1009,500,53.76,7439.64
50,146,1,5,1:0:0,0x113:0x113,hex,8,1,16,2,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,1,18325931,58.32,0.95, 0:05.29,1119,500,100.08,7330.37
51,147,0,1,0:0:0,0x3:0x113,hex,8,1,16,1,1,1,0,3,2,1,spatial,1,0,2,40,50,1,69,0,22243366,30.16,1.03, 0:03.20,974,500,174.78,8897.35
52,148,0,3,0:0:0,0:0,hex,8,1,16,2,1,1,0,3,2,1,spatial,1,0,2,40,20,0,69,0,21272958,95.6,1.28, 0:09.56,1012,500,54.22,8509.18
53,149,0,3,1:0:0,0x3:0x113,hex,8,1,16,2,1,0,0,3,2,1,spatial,1,0,2,40,40,0,69,0,21292437,94.75,1.24, 0:09.36,1025,500,55.09,8516.97
54,150,1,3,1:0:0,0x3:0x113,hex,8,1,16,1,1,0,0,3,2,1,spatial,1,0,2,40,60,0,69,1,18063632,31.68,0.85, 0:02.53,1282,500,222.44,7225.45
55,15,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,auto,None,None,0,0,None,0,69,0,31721246,4.75,0.67, 0:01.12,481,500,627.92,12688.5
56,151,0,3,1:0:0,0x3:0x113,umh,8,1,16,2,1,0,0,3,2,1,spatial,1,0,2,40,60,0,69,1,19534717,98.93,1.39, 0:09.49,1056,500,54.59,7813.89
57,152,1,3,1:0:0,0x3:0x113,hex,8,1,16,2,1,0,0,3,2,1,spatial,1,0,2,40,60,0,69,1,18968282,54.74,1.2, 0:04.95,1129,500,108.47,7587.31
58,153,1,3,1:0:0,0x3:0x113,hex,8,1,16,2,1,0,0,3,2,1,auto,1,0,2,40,60,0,69,1,18971733,55.06,1.16, 0:04.98,1127,500,107.47,7588.69
59,154,1,3,0:0:0,0x3:0x113,hex,8,1,16,2,1,0,0,3,2,1,spatial,1,0,2,40,10,0,69,1,18945727,53.9,1.08, 0:04.77,1151,500,112.64,7578.29
60,155,1,3,1:0:0,0x3:0x113,hex,8,1,16,0,1,0,0,3,2,1,spatial,1,0,2,40,60,0,69,1,16712913,27.49,0.9, 0:02.35,1203,500,247.43,6685.17
61,156,1,3,1:0:0,0x3:0x113,hex,8,1,16,2,1,0,0,3,2,1,spatial,1,0,2,40,10,0,69,0,20294527,53.05,1.03, 0:04.76,1135,500,112.91,8117.81
62,157,1,8,1:0:0,0x3:0x113,umh,10,1,16,2,1,1,-2,3,2,2,spatial,None,0,2,40,60,1,69,1,18228681,119.63,0.85, 0:09.59,1256,500,53.82,7291.47
63,158,1,8,1:0:0,0x3:0x3,umh,9,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,60,1,69,1,18835379,87.86,0.84, 0:07.53,1176,500,69.12,7534.15
64,159,1,16,1:0:0,0x3:0x3,umh,9,0,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,60,1,69,1,18819889,108.2,1.01, 0:08.50,1284,500,61.03,7527.96
65,160,1,16,1:0:0,0x113:0x113,umh,6,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,30,1,69,1,16845037,48.18,1.14, 0:04.19,1175,500,128.9,6738.01
66,16,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,spatial,None,None,0,0,None,0,69,0,31721246,4.98,0.57, 0:01.03,534,500,660.66,12688.5
67,161,1,3,1:0:0,0x113:0x113,umh,6,1,16,0,1,0,-2,3,2,2,auto,1,0,2,40,60,1,69,1,15523524,24.8,0.89, 0:03.93,652,500,137.09,6209.41
68,162,1,16,1:0:0,0x113:0x113,umh,6,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,None,0,69,1,18078396,52.99,1.18, 0:04.45,1217,500,121.68,7231.36
69,163,1,16,1:0:0,0x113:0x113,umh,6,1,16,2,1,1,-2,0,None,None,None,None,None,0,0,60,0,69,0,21722128,71.07,1.4, 0:07.92,914,500,65.75,8688.85
70,164,0,5,1:0:0,0x113:0x113,umh,6,1,16,2,0,1,-2,0,None,None,None,None,None,0,0,20,1,69,0,22496584,49.0,1.31, 0:05.83,861,500,90.7,8998.63
71,165,0,16,1:0:0,0x113:0x113,hex,6,1,24,0,1,1,0,3,2,2,auto,1,0,2,40,10,0,69,0,20706272,27.72,1.04, 0:02.95,974,500,191.65,8282.51
72,166,0,16,0:0:0,0x113:0x113,hex,6,1,24,1,1,1,0,0,None,None,None,None,None,0,0,50,0,69,0,21987980,47.54,1.31, 0:05.34,914,500,99.59,8795.19
73,167,1,8,1:0:0,0x113:0x113,dia,7,1,24,1,1,1,0,0,None,None,None,None,None,0,0,50,0,69,0,20855398,30.09,1.06, 0:03.68,844,500,149.06,8342.16
74,168,1,8,1:0:0,0x3:0x113,umh,9,0,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,30,1,69,1,16379650,42.68,1.02, 0:04.38,997,500,123.77,6551.86
75,169,1,8,0:0:0,0x3:0x113,umh,9,0,16,0,1,1,-2,3,2,2,spatial,1,0,2,40,30,1,69,1,16367497,45.45,1.06, 0:05.98,777,500,88.69,6547.0
76,170,1,8,1:0:0,0x3:0x113,umh,9,1,16,2,1,1,0,3,2,2,spatial,1,0,2,40,60,1,69,1,18781757,89.43,0.92, 0:07.73,1168,500,67.61,7512.7
77,17,0,1,0:0:0,0:0,hex,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,31691611,5.04,0.72, 0:01.12,511,500,632.38,12676.64
78,171,1,8,1:0:0,0x3:0x113,umh,9,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,50,1,69,1,18837006,93.52,0.95, 0:07.88,1198,500,66.26,7534.8
79,172,1,8,1:0:0,0x3:0x113,umh,9,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,50,1,69,0,22301391,105.71,0.82, 0:08.85,1202,500,58.6,8920.56
80,173,1,2,1:0:0,0x3:0x113,umh,1,1,16,2,1,1,-2,3,2,2,spatial,1,0,2,40,50,1,69,1,17550777,17.01,1.0, 0:01.84,975,500,322.76,7020.31
