configurationID,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,open_gop,weightp,scenecut,rc_lookahead,mbtree,qpmax,aq-mode,size,usertime,systemtime,elapsedtime,cpu,frames,fps,kbs,ssim,ssimdb
1,0,1,0:0:0,0:0,dia,0,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,14176858,4.10, 0.75, 0:01.10, 442, 499 , 630.90 , 5682.11
101,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,60,1,69,1,7366796,15.45, 0.66, 0:02.56, 627, 499 , 218.66 , 2952.62
102,1,2,1:0:0,0x3:0x113,hex,6,1,16,1,1,1,0,8,2,1,auto,1,0,1,0,10,1,69,0,7655225,13.08, 0.89, 0:02.00, 696, 499 , 296.86 , 3068.23
103,1,2,0:0:0,0x3:0x3,umh,6,1,16,1,1,1,0,8,2,1,spatial,1,0,1,0,10,1,69,0,7667799,14.64, 0.83, 0:01.98, 780, 499 , 301.83 , 3073.27
104,1,16,1:0:0,0x3:0x113,hex,6,1,24,1,1,1,-2,3,2,1,auto,1,0,1,40,30,0,69,1,8701682,21.50, 0.70, 0:01.85, 1196, 499 , 316.75 , 3487.65
105,1,7,1:0:0,0x3:0x113,dia,6,1,24,1,1,1,-2,3,2,1,spatial,1,0,1,40,30,0,69,1,8731608,14.79, 0.87, 0:01.49, 1049, 499 , 428.66 , 3499.64
106,0,5,1:0:0,0x3:0x113,tesa,0,1,16,1,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,9074985,10.70, 0.75, 0:01.45, 786, 499 , 446.59 , 3637.27
107,0,5,1:0:0,0x3:0x3,umh,0,1,16,1,1,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,9115717,10.85, 0.88, 0:01.41, 831, 499 , 467.67 , 3653.59
108,1,2,0:0:0,0x113:0x113,hex,6,1,24,0,1,1,-2,3,2,1,auto,1,0,1,40,30,1,69,1,7200899,12.63, 0.93, 0:01.93, 701, 499 , 301.95 , 2886.13
109,1,2,0:0:0,0x113:0x113,hex,6,1,16,1,0,0,-2,3,2,1,auto,1,0,1,40,30,1,69,1,7245942,12.81, 0.82, 0:01.89, 718, 499 , 318.50 , 2904.19
110,1,2,0:0:0,0x113:0x113,hex,6,1,24,1,0,1,-2,3,2,1,auto,1,0,1,40,30,1,69,0,7604578,12.77, 0.98, 0:02.07, 662, 499 , 285.11 , 3047.93
11,0,1,1:0:0,0:0,dia,2,0,16,0,0,1,0,0,None,None,None,None,None,0,0,None,0,69,0,11114330,5.33, 0.74, 0:01.11, 546, 499 , 643.97 , 4454.64
111,1,2,0:0:0,0x113:0x113,hex,10,1,24,1,1,1,0,3,2,1,auto,1,0,2,40,30,0,69,1,8771410,19.31, 0.68, 0:01.91, 1044, 499 , 306.89 , 3515.60
112,1,3,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,50,1,69,1,7288536,16.96, 0.86, 0:02.26, 787, 499 , 253.12 , 2921.26
113,1,3,1:0:0,0x3:0x113,umh,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,7272246,18.83, 0.87, 0:02.45, 803, 499 , 231.84 , 2914.73
114,1,3,1:0:0,0x3:0x113,hex,7,1,16,0,1,1,-2,3,2,1,spatial,1,0,2,40,40,1,69,1,7228240,15.30, 0.82, 0:02.18, 737, 499 , 262.55 , 2897.09
115,1,7,1:0:0,0x3:0x113,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,0,7573103,17.30, 0.75, 0:02.23, 806, 499 , 257.32 , 3035.31
116,1,3,1:0:0,0x3:0x113,hex,10,1,16,1,1,1,0,3,2,1,auto,1,0,1,40,40,1,69,1,7287884,19.67, 0.91, 0:02.87, 716, 499 , 193.13 , 2921.00
117,1,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,7287681,16.49, 0.94, 0:02.25, 775, 499 , 260.95 , 2920.91
118,0,3,1:0:0,0x3:0x3,hex,7,1,16,1,1,1,-2,3,2,1,auto,1,0,2,40,40,1,69,1,8640206,16.62, 0.87, 0:02.21, 789, 499 , 268.03 , 3463.01
